Region/Country,Jan_20,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Nov_24,Dec_24,Jan_25,Feb_25,Mar_25,Apr_25,May_25,Jun_25,Jul_25,Aug_25,Sep_25
     China,297.68,172.54,98.45,196.82,460.8,61.19,46.69,309.19,441.04,265.78000000000003,282.77,213.03,221.77670885673984,265.7109849401676,132.89391343319542,0.0,227.01512569524783,229.34546027302534,158.37604704540354,234.47526572063708,118.60048394145576,91.44,118.84,575.9362552396727,95.32821679572635,78.72016414071281,145.45373016832036,592.7897181449982,193.98096053625852,86.6411645654484,87.11994968544222,203.57732883438325,105.35333054256988,78.99559073308254,80.3158425074558,92.15700851281605,34.34476613463928,96.69245628029857,176.3163894285825,245.3503183597148,256.8160640753977,127.15167577093662,131.8440219545317,116.88460992312561,280.8532108522285,273.6786506421347,181.48804549380992,699.6942593068187,331.9741714088456,1024.1431010881813,392.3382003579882,452.8804379496691,533.4430554637157,345.1560027458889,254.41119843250158,338.088568156164,409.2281208343663,471.5854390686214,602.6248261989786,816.1962232145618,835.6761093117411,579.9936443573583,1279.842500665981,1369.8545208457379,823.0227356475409,1190.6506978257573,1267.2179723287563,510.91765072739764,528.1726104106384
     South Africa,38961.22,21859.3,15897.38,5720.84,20938.920000000002,45734.07,26380.630000000005,8993.18,3807.5,4228.183,1656.451,1865.42,991.6234854501535,1424.8518860338258,1474.17658990773,1734.4814880193403,1102.7430149020943,1710.7482484179786,1003.8120405487072,847.899577634944,834.7,2692.98,1775.86,2314.593468405618,2337.3077156189233,2438.7311068927793,3003.694981141995,1548.2475395499828,1344.7914805294456,1138.3339703644663,1682.7242738883997,1155.6149874135172,1110.6122036283468,1174.6029621599562,2660.2416573067126,1003.3160807554435,930.7216508621422,708.2980964320562,1031.4880573268813,787.633326834719,957.0607048425733,870.6438583314423,989.1917661552219,856.3610188022338,904.4212647191373,872.8677116792289,1318.180405372596,1319.0560589187744,1035.582372899466,1444.3667721527806,2429.559243573286,1427.3662336220166,1807.5344829475969,2199.0860510667626,2191.821008610252,2689.1813090680025,3056.9430727566696,2680.0840950836696,1250.810927893282,1636.7521294673857,1349.1573278629598,891.1137698269506,1466.4849032153759,2946.7623475933187,1245.5652930104623,1321.3407114726326,949.0789108123412,1360.125040921879,1271.0900300405776
     Tanzania,2571.54,2465.38,2855.04349,2634.5099999999998,2590.16,2355.0,2956.86,4667.15,3222.62,3385.6000000000004,2931.7609999999995,11378.74,3663.75008149745,3490.6743006566144,3676.57,3501.311605138932,4085.274409721607,4017.2151560367965,4252.093442822647,4233.689810902551,4505.04,4325.55,4621.361009569299,4752.8059820466315,4217.505664806153,3988.753758415181,4986.020503918313,4910.372046654472,4272.192520964535,4488.034512802161,5013.939752971958,4296.14432685014,4676.1316557466,5005.874680041123,4864.626442540551,5472.3,5510.75,4662.804025105099,5482.200423479567,5051.82925451823,5733.450780603614,5179.0009898264,6052.066648828791,9063.02736437105,9139.08,6453.7525254340535,8611.61184888865,7020.220974358004,8420.889505071986,8377.328464647973,6901.039262808689,5760.860433275284,6563.85179976943,5136.534265795102,5131.571656955884,5400.320600076577,5279.86609089079,5384.50766390408,6592.4832930763405,6668.92168708278,7023.53322513501,5166.686789077436,5889.841032728566,5287.764909613698,5502.925941411477,5252.72198218265,6068.63740505596,6800.377118702893,6301.47059995775
     Uganda,1798.03,2556.359999999999,2750.640000000001,1565.1900000000003,1386.91,1175.39,1910.3599999999997,2233.0499999999997,1812.35,2550.79,2132.195,1882.7000000000003,2586.459926032773,2198.4483812566773,2343.29821996393,2181.8402805506494,2077.7824960692783,2425.4789340240973,2374.957090837904,2575.702363609616,3879.31,2720.71,2349.38,2269.3267189524245,2438.7787503286054,2571.9297655803402,2124.027220000026,2036.1312934942885,2511.518504991842,2541.1217070720318,2488.142334572368,2092.53196179802,2319.6636178760173,2106.4970760015435,2417.0231489412563,2062.3733769714545,3326.4265581129375,4706.356582199018,2851.169034123004,3724.827513983635,8851.747511744441,4910.614576630594,7301.7280068389755,4589.592632836379,4506.8297489123825,3377.4241604689696,3696.246359687315,5501.995402150325,6016.874405889882,4407.357746477484,5548.417392729804,4738.790735278715,5833.406837644417,5008.77178176614,5922.952104563114,4037.4618567048483,5483.727285436514,4881.41535291658,5890.8824499202465,7079.610703930009,5355.699502060441,4066.062384928876,4991.115565052187,4859.899779693067,4292.212230189815,5079.998742898898,5464.363374948183,5879.334044270677,5744.083741062811
     Nigeria,503.60999999999996,387.25000000000006,489.6,153.81,173.48000000000002,212.58,266.85999999999996,284.37,500.25,229.83,219.13,264.28999999999996,321.7017193532466,319.2117725318763,736.947,388.42980988048794,216.2463164641829,428.28680642161436,501.37150902604463,435.4938683051813,776.6806139161187,569.32,1396.0538222658538,1912.5724197041961,505.1651581688171,508.17070534946663,308.44279128561885,467.52998973616536,243.70842358505115,293.4285760895322,288.8481682153712,232.03463729471807,202.95601852296232,291.9308701074386,362.79470759394445,357.54363833237494,423.9868294952729,662.0546539678525,311.9505178221004,391.61272564462547,525.5534381391894,401.9687946069804,475.1888145021877,640.4991742934536,389.3320305102533,1145.3232642386292,430.2030351324734,325.93595509345886,471.03985602708275,640.9786131002951,942.6396450582798,487.4907246946053,724.7590099946568,598.8853540457607,601.7593820480502,456.8070572122825,513.3135428601872,688.0546801125575,459.115521904827,628.9605014711323,740.2732109863681,520.5406692554851,1374.148741953513,604.6880894071024,481.6909642035699,274.07501408185993,495.8923015983245,488.2055530316177,650.2584678165522
     Ivory Coast,128.4,161.45,80.55,86.16999999999999,73.75999999999999,332.5300000000001,73.66999999999999,249.92999999999998,188.41000000000003,223.64999999999998,284.32000000000005,220.95000000000002,249.71962432723197,227.56974338472855,118.21,356.96873802119654,351.44194712316505,473.3207751449861,454.8575503089818,285.45,316.01222690604635,166.00589814617757,360.73,413.82,477.5603261215207,291.0586878814564,341.9938067742578,226.24558673087813,445.8412597650759,431.9699390839694,1110.8512213780512,487.53319525222133,1476.753186499783,300.63635526368165,234.39742279230165,310.5265945020587,341.260748257129,264.2993461275526,326.53971914360517,572.8253501918039,1244.2721253804557,478.1504877030037,335.95994151218457,3393.629643835357,296.12832716808225,1805.49581247954,861.9119011993236,299.62212649363414,279.7745712265498,273.4735744898823,360.54813296545416,353.11042859218,311.18952719337915,443.3132557175254,383.60804268854463,644.3666911745541,407.41608143243076,304.5347338856881,274.516802691011,293.4416756138328,450.759854942725,347.34222174655025,260.14835549434713,302.87495874726613,259.55094200141036,230.8722123760645,319.0160417966618,390.2251526403983,283.8944715992423
     Zambia,344.82000000000005,241.76999999999998,252.93117999999998,168.22000000000003,489.59999999999997,121.61,271.46999999999997,174.43999999999997,141.57999999999998,175.56,157.65,196.11,217.2658424619714,185.40983374601208,261.62329622696757,195.55672294541426,668.608259994111,297.1120000903346,288.8230108728937,315.46910934335773,266.66,331.19,273.67,435.56847162449276,338.11851603139394,297.2829117392983,442.622515714176,195.0494511664997,360.2842295849298,330.248238836662,235.9687885993259,434.48618937889563,326.1985419629901,321.174447182594,339.05384462983585,528.4192802914176,615.1663083295372,406.59191208995526,771.039690224776,929.4064663078417,1093.8185615165296,802.643843372871,574.1234369066409,371.9689995109055,476.5891895590695,659.6342907547137,518.010805762497,670.1514316475044,487.40276963916,643.668737725609,496.63448271463477,614.556056718321,640.4536290312385,632.731328923806,664.9905517696762,884.3449643858,809.83,620.736598714613,888.8569735589381,688.4938531669993,588.2246443987268,464.6,794.0246515712064,741.9389641076347,616.6275089796155,704.8650420571513,1012.8953791151704,995.8141586372124,1219.226134665173
     South Sudan,401.05000000000007,79.75999999999999,157.7,94.51,95.02,55.91,74.31,66.09,112.40000000000002,75.85999999999999,67.71000000000001,126.25000000000001,93.85733987348574,140.8855328108677,156.231482162927,387.7264985715176,112.47833343477707,114.63297281950803,75.5253510591296,154.85581915762688,115.4,115.44,85.12,82.28288268044166,110.55708941647266,176.62576362885454,169.99777814839408,178.87593520821653,223.94106129319573,132.96629326857004,132.03263553394726,224.88553350418294,230.56740917284532,368.4400147466997,331.1574024584723,526.3471099020348,347.0,227.87198769163135,194.75657532436705,130.18755297111198,180.018947027513,171.11651485533662,141.03985157309225,159.5347598713578,174.94496621648213,262.6077801106807,154.84616660160341,714.8990139803557,963.8256137594869,370.504592695896,548.7075811765997,441.791929918246,462.466011697931,453.164530490708,714.8887283294829,349.384980444707,323.65311236616503,307.47728971801484,379.646441282755,465.0043027105586,177.05956230804253,210.15342447342408,185.73307771264658,249.80291636819746,199.6356800411591,135.479931437106,163.10694220907774,320.6946006401419,947.0318988490362
     Egypt,979.35,837.6600000000001,71.96,71.94999999999999,73.57,88.75,83.42000000000002,118.16999999999999,102.63000000000001,315.29,124.64,182.05,132.29739744218864,111.52020013318932,166.52011622273,92.8447061871561,329.00967228834566,139.75072537284908,135.81462922360913,185.79340634033503,158.75,160.71,152.42,88.07249209233045,74.22688896999601,220.88422546755018,165.20120827987344,384.59008422598407,118.93067260426191,226.10946341943335,157.19979725377777,97.47601824120615,88.8882057498572,73.10903203013912,102.29108707122079,101.96341314353454,151.80765412600505,209.26993301435715,148.6985114808889,154.8857515150737,235.46334376844771,219.38253298346834,261.70788006010554,87.11303052034289,166.94773918361503,230.54694843148374,116.43927676761523,153.84090729212113,195.1713400925114,153.58759349063794,215.22629138707,199.53958365465195,370.5002287990906,156.22317039711172,238.45675150503078,419.48371189417884,266.2152717454937,184.8853677232865,115.9555683053369,187.05543774877594,138.49872743020396,119.5832954379767,140.31683622580485,342.10386110687216,276.4286625369033,256.50316922640013,220.0609955895461,92.7983174818564,239.9971883166989
     Malawi,68.3,64.58,58.71000000000001,49.52,46.82,57.21,93.10000000000001,129.12,63.249,85.22,65.0,136.43,81.10882913664562,79.823962312206,74.76706556667102,53.88970711300677,72.97976031755324,160.34893352225524,102.61251034365033,120.69094063538172,95.97,138.99,100.94,168.2726113365251,589.257790710939,527.1051467905974,129.79205160494308,235.07732726109975,120.10269332802615,148.20265632151015,109.4465510025408,92.10566227999537,130.35094785283113,108.73367051067662,266.96896671772555,249.20026229933814,100.91485953635296,104.89086115745219,169.96718281220205,173.19124678447585,174.10716135568612,188.20309613854502,202.90673053162084,467.58371095754717,486.9439588181064,177.12767117207187,186.86565095455043,161.80826857860052,135.48243584943845,119.98056018766033,90.01579788634888,161.30053021057037,103.23638303096031,133.10807061638445,87.83093365455777,117.09727746706294,103.1937655168929,151.26944145415106,653.8625335713741,484.19255382347455,450.6742518201087,468.7171534281035,512.5417707396363,613.1098181575724,344.8818156186046,341.1850575842808,105.54550872022823,94.51335201249519,160.12075169803168
     Australia,5689.18,4489.429999999999,4186.228,4469.02,6631.67,7002.64,5269.9800000000005,4150.01,4307.2,5553.7300000000005,8302.710000000001,9872.03,8482.998549222106,8135.7425437901675,8322.15062061411,9457.691089690263,8649.484419391152,7879.09519202388,9235.463044490141,9212.25,6919.528880546023,4583.209999999999,3523.94,4368.962283922916,6492.415788787177,9384.08712111712,10703.321647137383,11226.332392085322,10686.369067419984,9956.55353893763,10281.33463890404,7546.759742089746,6000.666723632054,8229.697602344113,7638.248555852539,7561.144112583815,9327.63494015047,6411.025309002781,6097.055417957947,4522.652383402046,5945.046940124135,8736.767209371857,11682.525190635508,10745.139854383677,11408.377666198552,11741.759314233585,9735.135785186661,10345.30015388272,11103.759318536882,10640.140138561781,10995.720001640027,17975.6714082947,13418.6314224368,12176.707645118951,15741.54074862796,18709.028377090617,16983.91148840106,18660.719732721784,18128.209632535458,19592.396902563123,20684.106912871222,17210.81230094442,18134.14149683801,17519.0952819638,20149.83999708526,19128.785431027714,17797.767054620326,19751.076021939,20161.278647229254
     New zealand,264.2,207.06000000000003,91.39999999999999,86.38999999999999,67.44999999999999,106.07,143.29000000000002,111.03,83.74000000000001,85.30999999999999,263.28999999999996,331.33000000000004,288.8777017356208,283.67661191639746,283.55478541697926,326.30258884263236,401.5365425977099,340.56506119218454,306.66781369677204,381.02277385195737,275.97,186.1,215.01,473.30919060184885,310.5972951330621,329.0335673219896,416.18365679033116,383.21314481052934,240.0313454476413,175.57906704729274,131.54572073933275,644.5449690597887,133.92714005933033,196.10649869152883,172.9705364019209,377.3772805616145,451.0887315770777,256.29085640137185,422.09186906656134,356.9946344936918,317.9498199174794,312.2912965056298,371.4358769142353,165.1107458783329,132.7193114078909,156.03555170266648,138.00920375455675,207.7560593651958,206.01675847128212,210.20758876823618,174.23754204942486,228.34153384534721,224.678108523897,218.5889982131796,253.6020312291123,221.11989108982047,251.67815614783868,326.4827831088729,261.3485847010869,414.26955164289484,272.7808460944947,341.6618020617,276.2626235524585,326.3600494030465,319.3562547936439,320.7794447838579,402.13828204865183,392.2939722498272,364.6703050428019
